combo_label,odd1,odd2,combo_odds,legs_summary,,Combination: Match Result (odd1) - Over/Under Corners (odd2)
X-Over 9.5,3.6,1.75,6.3,Match Result: Ισοπαλία @ 3.6000  |  Over/Under Corners: Over 9.5 @ 1.7500,,
X-Under 9.5,3.6,2.02,7.2,Match Result: Ισοπαλία @ 3.6000  |  Over/Under Corners: Under 9.5 @ 2.0200,,
1-Over 9.5,1.78,1.75,3.1,Match Result: Σουόνσι @ 1.7800  |  Over/Under Corners: Over 9.5 @ 1.7500,,
1-Under 9.5,1.78,2.02,3.4,Match Result: Σουόνσι @ 1.7800  |  Over/Under Corners: Under 9.5 @ 2.0200,,
2-Over 9.5,4.5,1.75,6.9,Match Result: Τσάρλτον @ 4.5000  |  Over/Under Corners: Over 9.5 @ 1.7500,,
2-Under 9.5,4.5,2.02,8.75,Match Result: Τσάρλτον @ 4.5000  |  Over/Under Corners: Under 9.5 @ 2.0200,,
X-Over 9.5,3.8,1.75,6.5,Match Result: Ισοπαλία @ 3.8000  |  Over/Under Corners: Over 9.5 @ 1.7500,,
X-Under 9.5,3.8,2.02,7.6,Match Result: Ισοπαλία @ 3.8000  |  Over/Under Corners: Under 9.5 @ 2.0200,,
1-Over 9.5,2.5,1.67,4,Match Result: Πόρτσμουθ @ 2.5000  |  Over/Under Corners: Over 9.5 @ 1.6700,,
1-Under 9.5,2.5,2.12,5.1,Match Result: Πόρτσμουθ @ 2.5000  |  Over/Under Corners: Under 9.5 @ 2.1200,,
2-Over 9.5,2.8,1.67,4.45,Match Result: Μπέρμιγχαμ @ 2.8000  |  Over/Under Corners: Over 9.5 @ 1.6700,,
2-Under 9.5,2.8,2.12,5.5,Match Result: Μπέρμιγχαμ @ 2.8000  |  Over/Under Corners: Under 9.5 @ 2.1200,,
X-Over 9.5,3.45,1.67,5.8,Match Result: Ισοπαλία @ 3.4500  |  Over/Under Corners: Over 9.5 @ 1.6700,,
X-Under 9.5,3.45,2.12,7.2,Match Result: Ισοπαλία @ 3.4500  |  Over/Under Corners: Under 9.5 @ 2.1200,,
1-Over 9.5,1.98,1.75,3.35,Match Result: Μπρίστολ Σίτι @ 1.9800  |  Over/Under Corners: Over 9.5 @ 1.7500,,
1-Under 9.5,1.98,2.02,3.75,Match Result: Μπρίστολ Σίτι @ 1.9800  |  Over/Under Corners: Under 9.5 @ 2.0200,,
2-Over 9.5,3.7,1.75,5.9,Match Result: Στόουκ Σίτι @ 3.7000  |  Over/Under Corners: Over 9.5 @ 1.7500,,
2-Under 9.5,3.7,2.02,7,Match Result: Στόουκ Σίτι @ 3.7000  |  Over/Under Corners: Under 9.5 @ 2.0200,,
X-Over 9.5,3.65,1.75,6.4,Match Result: Ισοπαλία @ 3.6500  |  Over/Under Corners: Over 9.5 @ 1.7500,,
X-Under 9.5,3.65,2.02,7.3,Match Result: Ισοπαλία @ 3.6500  |  Over/Under Corners: Under 9.5 @ 2.0200,,
1-Over 10.5,1.38,1.87,2.52,Match Result: Μίλγουολ @ 1.3800  |  Over/Under Corners: Over 10.5 @ 1.8700,,
1-Under 10.5,1.38,1.87,2.57,Match Result: Μίλγουολ @ 1.3800  |  Over/Under Corners: Under 10.5 @ 1.8700,,
2-Over 10.5,8.25,1.87,14,Match Result: Όξφορντ @ 8.2500  |  Over/Under Corners: Over 10.5 @ 1.8700,,
2-Under 10.5,8.25,1.87,13.5,Match Result: Όξφορντ @ 8.2500  |  Over/Under Corners: Under 10.5 @ 1.8700,,
X-Under 10.5,4.85,1.87,9,Match Result: Ισοπαλία @ 4.8500  |  Over/Under Corners: Under 10.5 @ 1.8700,,
1-Over 10.5,6.6,2.05,11.5,Match Result: Σέφιλντ Γουένσντεϊ @ 6.6000  |  Over/Under Corners: Over 10.5 @ 2.0500,,
1-Under 10.5,6.6,1.72,10.25,Match Result: Σέφιλντ Γουένσντεϊ @ 6.6000  |  Over/Under Corners: Under 10.5 @ 1.7200,,
2-Over 10.5,1.47,2.05,2.95,Match Result: Γουέστ Μπρομ @ 1.4700  |  Over/Under Corners: Over 10.5 @ 2.0500,,
X-Over 10.5,4.6,2.05,9.5,Match Result: Ισοπαλία @ 4.6000  |  Over/Under Corners: Over 10.5 @ 2.0500,,
X-Under 10.5,4.6,1.72,7.7,Match Result: Ισοπαλία @ 4.6000  |  Over/Under Corners: Under 10.5 @ 1.7200,,
2-Under 10.5,1.47,1.72,2.52,Match Result: Γουέστ Μπρομ @ 1.4700  |  Over/Under Corners: Under 10.5 @ 1.7200,,
1-Over 10.5,1.88,2.02,3.7,Match Result: Ντέρμπι @ 1.8800  |  Over/Under Corners: Over 10.5 @ 2.0200,,
1-Under 10.5,1.88,1.75,3.1,Match Result: Ντέρμπι @ 1.8800  |  Over/Under Corners: Under 10.5 @ 1.7500,,
2-Over 10.5,3.8,2.02,6.7,Match Result: Σέφιλντ Γιουνάιτεντ @ 3.8000  |  Over/Under Corners: Over 10.5 @ 2.0200,,
2-Under 10.5,3.8,1.75,6.4,Match Result: Σέφιλντ Γιουνάιτεντ @ 3.8000  |  Over/Under Corners: Under 10.5 @ 1.7500,,
X-Over 10.5,3.9,2.02,7.9,Match Result: Ισοπαλία @ 3.9000  |  Over/Under Corners: Over 10.5 @ 2.0200,,
X-Under 10.5,3.9,1.75,6.8,Match Result: Ισοπαλία @ 3.9000  |  Over/Under Corners: Under 10.5 @ 1.7500,,
1-Over 10.5,1.95,2.02,3.9,Match Result: Χαλ Σίτι @ 1.9500  |  Over/Under Corners: Over 10.5 @ 2.0200,,
1-Under 10.5,1.95,1.75,3.25,Match Result: Χαλ Σίτι @ 1.9500  |  Over/Under Corners: Under 10.5 @ 1.7500,,
2-Over 10.5,3.65,2.02,6.6,Match Result: Νόριτς @ 3.6500  |  Over/Under Corners: Over 10.5 @ 2.0200,,
2-Under 10.5,3.65,1.75,5.9,Match Result: Νόριτς @ 3.6500  |  Over/Under Corners: Under 10.5 @ 1.7500,,
X-Over 10.5,3.8,2.02,7.4,Match Result: Ισοπαλία @ 3.8000  |  Over/Under Corners: Over 10.5 @ 2.0200,,
X-Under 10.5,3.8,1.75,6.4,Match Result: Ισοπαλία @ 3.8000  |  Over/Under Corners: Under 10.5 @ 1.7500,,
1-Over 10.5,3.2,2.02,5.8,Match Result: Πρέστον @ 3.2000  |  Over/Under Corners: Over 10.5 @ 2.0200,,
1-Under 10.5,3.2,1.75,5.2,Match Result: Πρέστον @ 3.2000  |  Over/Under Corners: Under 10.5 @ 1.7500,,
2-Over 10.5,2.02,2.02,3.85,Match Result: Σαουθάμπτον @ 2.0200  |  Over/Under Corners: Over 10.5 @ 2.0200,,
2-Under 10.5,2.02,1.75,3.4,Match Result: Σαουθάμπτον @ 2.0200  |  Over/Under Corners: Under 10.5 @ 1.7500,,
X-Over 10.5,4.05,2.02,8.25,Match Result: Ισοπαλία @ 4.0500  |  Over/Under Corners: Over 10.5 @ 2.0200,,
X-Under 10.5,4.05,1.75,7.1,Match Result: Ισοπαλία @ 4.0500  |  Over/Under Corners: Under 10.5 @ 1.7500,,
1-Over 10.5,1.3,1.93,2.52,Match Result: Ίπσουιτς @ 1.3000  |  Over/Under Corners: Over 10.5 @ 1.9300,,
1-Under 10.5,1.3,1.82,2.25,Match Result: Ίπσουιτς @ 1.3000  |  Over/Under Corners: Under 10.5 @ 1.8200,,
2-Over 10.5,9.75,1.93,15,Match Result: ΚΠΡ @ 9.7500  |  Over/Under Corners: Over 10.5 @ 1.9300,,
2-Under 10.5,9.75,1.82,17,Match Result: ΚΠΡ @ 9.7500  |  Over/Under Corners: Under 10.5 @ 1.8200,,
X-Over 10.5,5.6,1.93,10,Match Result: Ισοπαλία @ 5.6000  |  Over/Under Corners: Over 10.5 @ 1.9300,,
X-Under 10.5,5.6,1.82,11.25,Match Result: Ισοπαλία @ 5.6000  |  Over/Under Corners: Under 10.5 @ 1.8200,,
1-Over 10.5,2.77,2.07,5.2,Match Result: Ρέξαμ @ 2.7700  |  Over/Under Corners: Over 10.5 @ 2.0700,,
1-Under 10.5,2.77,1.7,4.45,Match Result: Ρέξαμ @ 2.7700  |  Over/Under Corners: Under 10.5 @ 1.7000,,
2-Over 10.5,2.45,2.07,4.7,Match Result: Μίντλεσμπρο @ 2.4500  |  Over/Under Corners: Over 10.5 @ 2.0700,,
2-Under 10.5,2.45,1.7,4,Match Result: Μίντλεσμπρο @ 2.4500  |  Over/Under Corners: Under 10.5 @ 1.7000,,
X-Over 10.5,3.55,2.07,7.8,Match Result: Ισοπαλία @ 3.5500  |  Over/Under Corners: Over 10.5 @ 2.0700,,
X-Under 10.5,3.55,1.7,5.9,Match Result: Ισοπαλία @ 3.5500  |  Over/Under Corners: Under 10.5 @ 1.7000,,
1-Over 9.5,2.52,1.87,4.5,Match Result: Κάλιαρι @ 2.5200  |  Over/Under Corners: Over 9.5 @ 1.8700,,
1-Under 9.5,2.52,1.87,4.55,Match Result: Κάλιαρι @ 2.5200  |  Over/Under Corners: Under 9.5 @ 1.8700,,
2-Under 9.5,2.95,1.87,5.3,Match Result: Ουντινέζε @ 2.9500  |  Over/Under Corners: Under 9.5 @ 1.8700,,
X-Over 9.5,3.2,1.87,5.8,Match Result: Ισοπαλία @ 3.2000  |  Over/Under Corners: Over 9.5 @ 1.8700,,
X-Under 9.5,3.2,1.87,6,Match Result: Ισοπαλία @ 3.2000  |  Over/Under Corners: Under 9.5 @ 1.8700,,
1-Over 9.5,5.6,2.05,10.25,Match Result: Πάρμα @ 5.6000  |  Over/Under Corners: Over 9.5 @ 2.0500,,
1-Under 9.5,5.6,1.72,9,Match Result: Πάρμα @ 5.6000  |  Over/Under Corners: Under 9.5 @ 1.7200,,
2-Over 9.5,1.62,2.05,3.3,Match Result: Ρόμα @ 1.6200  |  Over/Under Corners: Over 9.5 @ 2.0500,,
2-Under 9.5,1.62,1.72,2.72,Match Result: Ρόμα @ 1.6200  |  Over/Under Corners: Under 9.5 @ 1.7200,,
X-Over 9.5,4,2.05,8,Match Result: Ισοπαλία @ 4.0000  |  Over/Under Corners: Over 9.5 @ 2.0500,,
X-Under 9.5,4,1.72,7,Match Result: Ισοπαλία @ 4.0000  |  Over/Under Corners: Under 9.5 @ 1.7200,,
1-Over 8.5,4.6,1.67,6.7,Match Result: Λάτσιο @ 4.6000  |  Over/Under Corners: Over 8.5 @ 1.6700,,
1-Under 8.5,4.6,2.12,9,Match Result: Λάτσιο @ 4.6000  |  Over/Under Corners: Under 8.5 @ 2.1200,,
2-Over 8.5,1.8,1.67,2.92,Match Result: Ίντερ @ 1.8000  |  Over/Under Corners: Over 8.5 @ 1.6700,,
2-Under 8.5,1.8,2.12,3.7,Match Result: Ίντερ @ 1.8000  |  Over/Under Corners: Under 8.5 @ 2.1200,,
X-Over 8.5,3.6,1.67,5.7,Match Result: Ισοπαλία @ 3.6000  |  Over/Under Corners: Over 8.5 @ 1.6700,,
X-Under 8.5,3.6,2.12,7.9,Match Result: Ισοπαλία @ 3.6000  |  Over/Under Corners: Under 8.5 @ 2.1200,,
1-Over 8.5,1.72,1.67,2.8,Match Result: Κρεμονέζε @ 1.7200  |  Over/Under Corners: Over 8.5 @ 1.6700,,
1-Under 8.5,1.72,2.12,3.5,Match Result: Κρεμονέζε @ 1.7200  |  Over/Under Corners: Under 8.5 @ 2.1200,,
2-Over 8.5,4.9,1.67,7.8,Match Result: Πίζα @ 4.9000  |  Over/Under Corners: Over 8.5 @ 1.6700,,
X-Over 8.5,3.75,1.67,6,Match Result: Ισοπαλία @ 3.7500  |  Over/Under Corners: Over 8.5 @ 1.6700,,
2-Under 8.5,4.9,2.12,10.5,Match Result: Πίζα @ 4.9000  |  Over/Under Corners: Under 8.5 @ 2.1200,,
X-Under 8.5,3.75,2.12,8,Match Result: Ισοπαλία @ 3.7500  |  Over/Under Corners: Under 8.5 @ 2.1200,,
1-Over 9.5,2.1,2.07,4.2,Match Result: Φιορεντίνα @ 2.1000  |  Over/Under Corners: Over 9.5 @ 2.0700,,
1-Under 9.5,2.1,1.7,3.45,Match Result: Φιορεντίνα @ 2.1000  |  Over/Under Corners: Under 9.5 @ 1.7000,,
2-Under 9.5,3.7,1.7,6.3,Match Result: Τζένοα @ 3.7000  |  Over/Under Corners: Under 9.5 @ 1.7000,,
X-Over 9.5,3.3,2.07,6.8,Match Result: Ισοπαλία @ 3.3000  |  Over/Under Corners: Over 9.5 @ 2.0700,,
X-Under 9.5,3.3,1.7,5.5,Match Result: Ισοπαλία @ 3.3000  |  Over/Under Corners: Under 9.5 @ 1.7000,,
1-Over 8.5,1.57,1.67,2.62,Match Result: Νάπολι @ 1.5700  |  Over/Under Corners: Over 8.5 @ 1.6700,,
1-Under 8.5,1.57,2.1,3.15,Match Result: Νάπολι @ 1.5700  |  Over/Under Corners: Under 8.5 @ 2.1000,,
2-Over 8.5,5.8,1.67,8.75,Match Result: Μπολόνια @ 5.8000  |  Over/Under Corners: Over 8.5 @ 1.6700,,
2-Under 8.5,5.8,2.1,12.5,Match Result: Μπολόνια @ 5.8000  |  Over/Under Corners: Under 8.5 @ 2.1000,,
X-Over 8.5,4.1,1.67,6.3,Match Result: Ισοπαλία @ 4.1000  |  Over/Under Corners: Over 8.5 @ 1.6700,,
X-Under 8.5,4.1,2.1,9,Match Result: Ισοπαλία @ 4.1000  |  Over/Under Corners: Under 8.5 @ 2.1000,,
1-Over 8.5,7.6,1.87,11.5,Match Result: Βερόνα @ 7.6000  |  Over/Under Corners: Over 8.5 @ 1.8700,,
1-Under 8.5,7.6,1.87,14.5,Match Result: Βερόνα @ 7.6000  |  Over/Under Corners: Under 8.5 @ 1.8700,,
2-Over 8.5,1.44,1.87,2.7,Match Result: Κόμο @ 1.4400  |  Over/Under Corners: Over 8.5 @ 1.8700,,
2-Under 8.5,1.44,1.87,2.65,Match Result: Κόμο @ 1.4400  |  Over/Under Corners: Under 8.5 @ 1.8700,,
X-Over 8.5,4.55,1.87,8.25,Match Result: Ισοπαλία @ 4.5500  |  Over/Under Corners: Over 8.5 @ 1.8700,,
X-Under 8.5,4.55,1.87,8.5,Match Result: Ισοπαλία @ 4.5500  |  Over/Under Corners: Under 8.5 @ 1.8700,,
1-Over 9.5,2.12,2,4,Match Result: Μίλαν @ 2.1200  |  Over/Under Corners: Over 9.5 @ 2.0000,,
1-Under 9.5,2.12,1.75,3.5,Match Result: Μίλαν @ 2.1200  |  Over/Under Corners: Under 9.5 @ 1.7500,,
2-Over 9.5,3.65,2,6.8,Match Result: Αταλάντα @ 3.6500  |  Over/Under Corners: Over 9.5 @ 2.0000,,
2-Under 9.5,3.65,1.75,6,Match Result: Αταλάντα @ 3.6500  |  Over/Under Corners: Under 9.5 @ 1.7500,,
X-Over 9.5,3.3,2,6.6,Match Result: Ισοπαλία @ 3.3000  |  Over/Under Corners: Over 9.5 @ 2.0000,,
X-Under 9.5,3.3,1.75,5.8,Match Result: Ισοπαλία @ 3.3000  |  Over/Under Corners: Under 9.5 @ 1.7500,,
1-Over 9.5,6.7,1.93,10.25,Match Result: Λέτσε @ 6.7000  |  Over/Under Corners: Over 9.5 @ 1.9300,,
1-Under 9.5,6.7,1.82,12,Match Result: Λέτσε @ 6.7000  |  Over/Under Corners: Under 9.5 @ 1.8200,,
2-Over 9.5,1.5,1.93,2.9,Match Result: Γιουβέντους @ 1.5000  |  Over/Under Corners: Over 9.5 @ 1.9300,,
2-Under 9.5,1.5,1.82,2.67,Match Result: Γιουβέντους @ 1.5000  |  Over/Under Corners: Under 9.5 @ 1.8200,,
X-Over 9.5,4.35,1.93,8,Match Result: Ισοπαλία @ 4.3500  |  Over/Under Corners: Over 9.5 @ 1.9300,,
X-Under 9.5,4.35,1.82,7.8,Match Result: Ισοπαλία @ 4.3500  |  Over/Under Corners: Under 9.5 @ 1.8200,,
1-Over 9.5,1.62,2.02,3.3,Match Result: Ρότσντεϊλ @ 1.6200  |  Over/Under Corners: Over 9.5 @ 2.0200,,
1-Under 9.5,1.62,1.75,2.8,Match Result: Ρότσντεϊλ @ 1.6200  |  Over/Under Corners: Under 9.5 @ 1.7500,,
2-Over 9.5,4.9,2.02,9.5,Match Result: Σκάνθορπ @ 4.9000  |  Over/Under Corners: Over 9.5 @ 2.0200,,
2-Under 9.5,4.9,1.75,9,Match Result: Σκάνθορπ @ 4.9000  |  Over/Under Corners: Under 9.5 @ 1.7500,,
X-Over 9.5,4.05,2.02,7.7,Match Result: Ισοπαλία @ 4.0500  |  Over/Under Corners: Over 9.5 @ 2.0200,,
X-Under 9.5,4.05,1.75,7.1,Match Result: Ισοπαλία @ 4.0500  |  Over/Under Corners: Under 9.5 @ 1.7500,,
1-Over 10.5,2.5,2.07,5,Match Result: Καρλάιλ @ 2.5000  |  Over/Under Corners: Over 10.5 @ 2.0700,,
1-Under 10.5,2.5,1.7,4.3,Match Result: Καρλάιλ @ 2.5000  |  Over/Under Corners: Under 10.5 @ 1.7000,,
2-Over 10.5,2.57,2.07,5.2,Match Result: Μπόρεχαμ Γουντ @ 2.5700  |  Over/Under Corners: Over 10.5 @ 2.0700,,
2-Under 10.5,2.57,1.7,4.45,Match Result: Μπόρεχαμ Γουντ @ 2.5700  |  Over/Under Corners: Under 10.5 @ 1.7000,,
X-Over 10.5,3.6,2.07,7.7,Match Result: Ισοπαλία @ 3.6000  |  Over/Under Corners: Over 10.5 @ 2.0700,,
X-Under 10.5,3.6,1.7,5.9,Match Result: Ισοπαλία @ 3.6000  |  Over/Under Corners: Under 10.5 @ 1.7000,,
1-Over 10.5,2.35,2.1,4.9,Match Result: Σάντα Κλάρα @ 2.3500  |  Over/Under Corners: Over 10.5 @ 2.1000,,
1-Under 10.5,2.35,1.67,3.65,Match Result: Σάντα Κλάρα @ 2.3500  |  Over/Under Corners: Under 10.5 @ 1.6700,,
2-Over 10.5,3.3,2.1,6.2,Match Result: Νασιονάλ Μαδέιρα @ 3.3000  |  Over/Under Corners: Over 10.5 @ 2.1000,,
2-Under 10.5,3.3,1.67,5.6,Match Result: Νασιονάλ Μαδέιρα @ 3.3000  |  Over/Under Corners: Under 10.5 @ 1.6700,,
X-Over 10.5,3.15,2.1,6.7,Match Result: Ισοπαλία @ 3.1500  |  Over/Under Corners: Over 10.5 @ 2.1000,,
X-Under 10.5,3.15,1.67,5,Match Result: Ισοπαλία @ 3.1500  |  Over/Under Corners: Under 10.5 @ 1.6700,,
1-Over 8.5,4.65,1.75,8,Match Result: Λειψία (Γ) @ 4.6500  |  Over/Under Corners: Over 8.5 @ 1.7500,,
1-Under 8.5,4.65,2.02,9.25,Match Result: Λειψία (Γ) @ 4.6500  |  Over/Under Corners: Under 8.5 @ 2.0200,,
2-Over 8.5,1.57,1.75,2.7,Match Result: Λεβερκούζεν (Γ) @ 1.5700  |  Over/Under Corners: Over 8.5 @ 1.7500,,
2-Under 8.5,1.57,2.02,3.25,Match Result: Λεβερκούζεν (Γ) @ 1.5700  |  Over/Under Corners: Under 8.5 @ 2.0200,,
X-Over 8.5,3.95,1.75,7,Match Result: Ισοπαλία @ 3.9500  |  Over/Under Corners: Over 8.5 @ 1.7500,,
X-Under 8.5,3.95,2.02,7.8,Match Result: Ισοπαλία @ 3.9500  |  Over/Under Corners: Under 8.5 @ 2.0200,,
1-Over 10.5,2.32,2.12,4.6,Match Result: Άλμερε Σίτι @ 2.3200  |  Over/Under Corners: Over 10.5 @ 2.1200,,
1-Under 10.5,2.32,1.67,3.65,Match Result: Άλμερε Σίτι @ 2.3200  |  Over/Under Corners: Under 10.5 @ 1.6700,,
2-Under 10.5,3,1.67,4.85,Match Result: Βίλεμ ΙΙ Τίλμπουργκ @ 3.0000  |  Over/Under Corners: Under 10.5 @ 1.6700,,
X-Over 10.5,3.5,2.12,7.3,Match Result: Ισοπαλία @ 3.5000  |  Over/Under Corners: Over 10.5 @ 2.1200,,
X-Under 10.5,3.5,1.67,5.7,Match Result: Ισοπαλία @ 3.5000  |  Over/Under Corners: Under 10.5 @ 1.6700,,
